JUDUL,KATEGORI,tokens,stopwords,stemmed
dipanggil pbnu lukman edy bicara peran dewan syuro pkb dikurangi,Politik,"['dipanggil', 'pbnu', 'lukman', 'edy', 'bicara', 'peran', 'dewan', 'syuro', 'pkb', 'dikurangi']","['dipanggil', 'pbnu', 'lukman', 'edy', 'bicara', 'peran', 'dewan', 'syuro', 'pkb', 'dikurangi']",panggil pbnu lukman edy bicara peran dewan syuro pkb rang
aniessandiaga saling lempar senyum hingga rangkulan di mukernas perindo,Politik,"['aniessandiaga', 'saling', 'lempar', 'senyum', 'hingga', 'rangkulan', 'di', 'mukernas', 'perindo']","['aniessandiaga', 'lempar', 'senyum', 'rangkulan', 'mukernas', 'perindo']",aniessandiaga lempar senyum rangkul mukernas perindo
kata adian soal edy rahmayadi ngaku dapat rekomendasi pdip pilgub sumut,Politik,"['kata', 'adian', 'soal', 'edy', 'rahmayadi', 'ngaku', 'dapat', 'rekomendasi', 'pdip', 'pilgub', 'sumut']","['adian', 'edy', 'rahmayadi', 'ngaku', 'rekomendasi', 'pdip', 'pilgub', 'sumut']",adi edy rahmayadi ngaku rekomendasi pdip pilgub sumut
adian napitupulu soal komunikasi erat ahok dan anies ntar gue tanya,Politik,"['adian', 'napitupulu', 'soal', 'komunikasi', 'erat', 'ahok', 'dan', 'anies', 'ntar', 'gue', 'tanya']","['adian', 'napitupulu', 'komunikasi', 'erat', 'ahok', 'anies', 'ntar', 'gue']",adi napitupulu komunikasi erat ahok anies ntar gue
pdip berpeluang sendirian di pilwalkot solo fx rudy ungkit usung jokowi,Politik,"['pdip', 'berpeluang', 'sendirian', 'di', 'pilwalkot', 'solo', 'fx', 'rudy', 'ungkit', 'usung', 'jokowi']","['pdip', 'berpeluang', 'pilwalkot', 'solo', 'fx', 'rudy', 'ungkit', 'usung', 'jokowi']",pdip peluang pilwalkot solo fx rudy ungkit usung jokowi
nasdem usung legislator demokrat suhardi duka di pilgub sulbar,Politik,"['nasdem', 'usung', 'legislator', 'demokrat', 'suhardi', 'duka', 'di', 'pilgub', 'sulbar']","['nasdem', 'usung', 'legislator', 'demokrat', 'suhardi', 'duka', 'pilgub', 'sulbar']",nasdem usung legislator demokrat suhardi duka pilgub sulbar
rms buka suara soal rudal mundurdiminta nasdem jadi  di pilwalkot makassar,Politik,"['rms', 'buka', 'suara', 'soal', 'rudal', 'mundurdiminta', 'nasdem', 'jadi', 'di', 'pilwalkot', 'makassar']","['rms', 'buka', 'suara', 'rudal', 'mundurdiminta', 'nasdem', 'pilwalkot', 'makassar']",rms buka suara rudal mundurdiminta nasdem pilwalkot makassar
pkb susun belanja masalah tak ingin jadi beban pemerintahan prabowo,Politik,"['pkb', 'susun', 'belanja', 'masalah', 'tak', 'ingin', 'jadi', 'beban', 'pemerintahan', 'prabowo']","['pkb', 'susun', 'belanja', 'beban', 'pemerintahan', 'prabowo']",pkb susun belanja beban perintah prabowo
pks minta diajak gabung pemerintahan ini kata gibran,Politik,"['pks', 'minta', 'diajak', 'gabung', 'pemerintahan', 'ini', 'kata', 'gibran']","['pks', 'diajak', 'gabung', 'pemerintahan', 'gibran']",pks ajak gabung perintah gibran
megawati mau ambil saya nggak berani jadi sasarannya sekeliling saya,Politik,"['megawati', 'mau', 'ambil', 'saya', 'nggak', 'berani', 'jadi', 'sasarannya', 'sekeliling', 'saya']","['megawati', 'ambil', 'nggak', 'berani', 'sasarannya', 'sekeliling']",megawati ambil nggak berani sasar keliling
megawati hadiri mukernas perindo disambut pekikan merdeka,Politik,"['megawati', 'hadiri', 'mukernas', 'perindo', 'disambut', 'pekikan', 'merdeka']","['megawati', 'hadiri', 'mukernas', 'perindo', 'disambut', 'pekikan', 'merdeka']",megawati hadir mukernas perindo sambut pekik merdeka
ratu zakiyahnajib hamas resmi diusung pannasdem di pilbup serang,Politik,"['ratu', 'zakiyahnajib', 'hamas', 'resmi', 'diusung', 'pannasdem', 'di', 'pilbup', 'serang']","['ratu', 'zakiyahnajib', 'hamas', 'resmi', 'diusung', 'pannasdem', 'pilbup', 'serang']",ratu zakiyahnajib hamas resmi usung pannasdem pilbup serang
reaksi senyumsenyum prabowo kala pks berkelakar minta diajak gabung,Politik,"['reaksi', 'senyumsenyum', 'prabowo', 'kala', 'pks', 'berkelakar', 'minta', 'diajak', 'gabung']","['reaksi', 'senyumsenyum', 'prabowo', 'pks', 'berkelakar', 'diajak', 'gabung']",reaksi senyumsenyum prabowo pks kelakar ajak gabung
hangat kuku memburu harun masiku,Politik,"['hangat', 'kuku', 'memburu', 'harun', 'masiku']","['hangat', 'kuku', 'memburu', 'harun', 'masiku']",hangat kuku buru harun mas
dasco ungkap respons prabowo soal pks minta diajak ke pemerintahan,Politik,"['dasco', 'ungkap', 'respons', 'prabowo', 'soal', 'pks', 'minta', 'diajak', 'ke', 'pemerintahan']","['dasco', 'respons', 'prabowo', 'pks', 'diajak', 'pemerintahan']",dasco respons prabowo pks ajak perintah
pks bertanya apakah kim izinkan pan dukung anies ini kata demokrat,Politik,"['pks', 'bertanya', 'apakah', 'kim', 'izinkan', 'pan', 'dukung', 'anies', 'ini', 'kata', 'demokrat']","['pks', 'kim', 'izinkan', 'pan', 'dukung', 'anies', 'demokrat']",pks kim izin pan dukung anies demokrat
survei cawagub sumut lsi ijeck  nikson  prananda paloh ,Politik,"['survei', 'cawagub', 'sumut', 'lsi', 'ijeck', 'nikson', 'prananda', 'paloh']","['survei', 'cawagub', 'sumut', 'lsi', 'ijeck', 'nikson', 'prananda', 'paloh']",survei cawagub sumut lsi ijeck nikson prananda paloh
hasil pileg  usai putusan mk pdip pertama disusul golkargerindra,Politik,"['hasil', 'pileg', 'usai', 'putusan', 'mk', 'pdip', 'pertama', 'disusul', 'golkargerindra']","['hasil', 'pileg', 'putusan', 'mk', 'pdip', 'disusul', 'golkargerindra']",hasil pileg putus mk pdip susul golkargerindra
dapat dukungan kopassindo anies harap bisa tuntaskan masalah jakarta,Politik,"['dapat', 'dukungan', 'kopassindo', 'anies', 'harap', 'bisa', 'tuntaskan', 'masalah', 'jakarta']","['dukungan', 'kopassindo', 'anies', 'harap', 'tuntaskan', 'jakarta']",dukung kopassindo anies harap tuntas jakarta
pks soal syarat zita cawagub apa kim izinkan pan calonkan anies,Politik,"['pks', 'soal', 'syarat', 'zita', 'cawagub', 'apa', 'kim', 'izinkan', 'pan', 'calonkan', 'anies']","['pks', 'syarat', 'zita', 'cawagub', 'kim', 'izinkan', 'pan', 'calonkan', 'anies']",pks syarat zita cawagub kim izin pan calon anies
kaesang sebut jagokan inisial l di pilgub jateng siapa,Politik,"['kaesang', 'sebut', 'jagokan', 'inisial', 'l', 'di', 'pilgub', 'jateng', 'siapa']","['kaesang', 'jagokan', 'inisial', 'l', 'pilgub', 'jateng']",kaesang jago inisial l pilgub jateng
projo dukung ahmad lutfhi jadi cagub jateng gusti bhre cawalkot solo,Politik,"['projo', 'dukung', 'ahmad', 'lutfhi', 'jadi', 'cagub', 'jateng', 'gusti', 'bhre', 'cawalkot', 'solo']","['projo', 'dukung', 'ahmad', 'lutfhi', 'cagub', 'jateng', 'gusti', 'bhre', 'cawalkot', 'solo']",projo dukung ahmad lutfhi cagub jateng gusti bhre cawalkot solo
ganjar pdip peringatkan partai lain bisa kena peristiwa kudatuli,Politik,"['ganjar', 'pdip', 'peringatkan', 'partai', 'lain', 'bisa', 'kena', 'peristiwa', 'kudatuli']","['ganjar', 'pdip', 'peringatkan', 'partai', 'kena', 'peristiwa', 'kudatuli']",ganjar pdip ingat partai kena peristiwa kudatuli
psi setuju dahnil singgung anies beda dengan pusat tangani banjir jakarta,Politik,"['psi', 'setuju', 'dahnil', 'singgung', 'anies', 'beda', 'dengan', 'pusat', 'tangani', 'banjir', 'jakarta']","['psi', 'setuju', 'dahnil', 'singgung', 'anies', 'beda', 'pusat', 'tangani', 'banjir', 'jakarta']",psi tuju dahnil singgung anies beda pusat tangan banjir jakarta
kans pdip dukung anies di atas  pkb pintu terbuka untuk bersama,Politik,"['kans', 'pdip', 'dukung', 'anies', 'di', 'atas', 'pkb', 'pintu', 'terbuka', 'untuk', 'bersama']","['kans', 'pdip', 'dukung', 'anies', 'pkb', 'pintu', 'terbuka']",kans pdip dukung anies pkb pintu buka
sindiran dahnil gubernur bukan oposisi dijawab pihak anies baswedan,Politik,"['sindiran', 'dahnil', 'gubernur', 'bukan', 'oposisi', 'dijawab', 'pihak', 'anies', 'baswedan']","['sindiran', 'dahnil', 'gubernur', 'oposisi', 'anies', 'baswedan']",sindir dahnil gubernur oposisi anies baswedan
pks senang jika pdip dukung anies tapi bersikeras sohibul iman cawagub,Politik,"['pks', 'senang', 'jika', 'pdip', 'dukung', 'anies', 'tapi', 'bersikeras', 'sohibul', 'iman', 'cawagub']","['pks', 'senang', 'pdip', 'dukung', 'anies', 'bersikeras', 'sohibul', 'iman', 'cawagub']",pks senang pdip dukung anies sikeras sohibul iman cawagub
gibran temani gusti bhre blusukan bantah beri endorse pilwalkot solo,Politik,"['gibran', 'temani', 'gusti', 'bhre', 'blusukan', 'bantah', 'beri', 'endorse', 'pilwalkot', 'solo']","['gibran', 'temani', 'gusti', 'bhre', 'blusukan', 'bantah', 'endorse', 'pilwalkot', 'solo']",gibran teman gusti bhre blusukan bantah endorse pilwalkot solo
pbnu siapkan pansus kembali ke nu cak imin tegaskan pimpinan pkb menyatu,Politik,"['pbnu', 'siapkan', 'pansus', 'kembali', 'ke', 'nu', 'cak', 'imin', 'tegaskan', 'pimpinan', 'pkb', 'menyatu']","['pbnu', 'siapkan', 'pansus', 'nu', 'cak', 'imin', 'tegaskan', 'pimpinan', 'pkb', 'menyatu']",pbnu siap pansus nu cak imin tegas pimpin pkb satu
pks respons pan mesti tanya anies mau nggak pasangan dengan zita,Politik,"['pks', 'respons', 'pan', 'mesti', 'tanya', 'anies', 'mau', 'nggak', 'pasangan', 'dengan', 'zita']","['pks', 'respons', 'pan', 'mesti', 'anies', 'nggak', 'pasangan', 'zita']",pks respons pan mesti anies nggak pasang zita
pan akan dukung anies syaratnya zita anjani cawagub sk hitungan jam,Politik,"['pan', 'akan', 'dukung', 'anies', 'syaratnya', 'zita', 'anjani', 'cawagub', 'sk', 'hitungan', 'jam']","['pan', 'dukung', 'anies', 'syaratnya', 'zita', 'anjani', 'cawagub', 'sk', 'hitungan', 'jam']",pan dukung anies syarat zita anjani cawagub sk hitung jam
dahnil sindir cari jabatan asal beda jubir anies bukan pendapat prabowo,Politik,"['dahnil', 'sindir', 'cari', 'jabatan', 'asal', 'beda', 'jubir', 'anies', 'bukan', 'pendapat', 'prabowo']","['dahnil', 'sindir', 'cari', 'jabatan', 'beda', 'jubir', 'anies', 'pendapat', 'prabowo']",dahnil sindir cari jabat beda jubir anies dapat prabowo
rano karno siap menangkan cagub pdip banten butuh orang punya rekam jejak,Politik,"['rano', 'karno', 'siap', 'menangkan', 'cagub', 'pdip', 'banten', 'butuh', 'orang', 'punya', 'rekam', 'jejak']","['rano', 'karno', 'menangkan', 'cagub', 'pdip', 'banten', 'butuh', 'orang', 'rekam', 'jejak']",rano karno menang cagub pdip banten butuh orang rekam jejak
dahnil bicara gubernur bukan oposisi sindir cari jabatan demi asal beda,Politik,"['dahnil', 'bicara', 'gubernur', 'bukan', 'oposisi', 'sindir', 'cari', 'jabatan', 'demi', 'asal', 'beda']","['dahnil', 'bicara', 'gubernur', 'oposisi', 'sindir', 'cari', 'jabatan', 'beda']",dahnil bicara gubernur oposisi sindir cari jabat beda
beda tipis sebaran konstituen psi yang pilih anies dan ahok,Politik,"['beda', 'tipis', 'sebaran', 'konstituen', 'psi', 'yang', 'pilih', 'anies', 'dan', 'ahok']","['beda', 'tipis', 'sebaran', 'konstituen', 'psi', 'pilih', 'anies', 'ahok']",beda tipis sebar konstituen psi pilih anies ahok
jubir soal kans anies bertemu prabowo di kongres nasdem hal baik untuk bangsa,Politik,"['jubir', 'soal', 'kans', 'anies', 'bertemu', 'prabowo', 'di', 'kongres', 'nasdem', 'hal', 'baik', 'untuk', 'bangsa']","['jubir', 'kans', 'anies', 'bertemu', 'prabowo', 'kongres', 'nasdem', 'bangsa']",jubir kans anies temu prabowo kongres nasdem bangsa
ppp resmi usung lalu iqbaldinda maju pilgub ntb,Politik,"['ppp', 'resmi', 'usung', 'lalu', 'iqbaldinda', 'maju', 'pilgub', 'ntb']","['ppp', 'resmi', 'usung', 'iqbaldinda', 'maju', 'pilgub', 'ntb']",ppp resmi usung iqbaldinda maju pilgub ntb
ppp tegaskan dukung mad ali di pilgub sulteng bukan rusdi mastura,Politik,"['ppp', 'tegaskan', 'dukung', 'mad', 'ali', 'di', 'pilgub', 'sulteng', 'bukan', 'rusdi', 'mastura']","['ppp', 'tegaskan', 'dukung', 'mad', 'ali', 'pilgub', 'sulteng', 'rusdi', 'mastura']",ppp tegas dukung mad ali pilgub sulteng rusdi mastura
anies unggul di survei indikator fadli zon ungkit pilgub jakarta ,Politik,"['anies', 'unggul', 'di', 'survei', 'indikator', 'fadli', 'zon', 'ungkit', 'pilgub', 'jakarta']","['anies', 'unggul', 'survei', 'indikator', 'fadli', 'zon', 'ungkit', 'pilgub', 'jakarta']",anies unggul survei indikator fadli zon ungkit pilgub jakarta
pks minta diajak ke pemerintahan fadli zon ungkap ucapan prabowo,Politik,"['pks', 'minta', 'diajak', 'ke', 'pemerintahan', 'fadli', 'zon', 'ungkap', 'ucapan', 'prabowo']","['pks', 'diajak', 'pemerintahan', 'fadli', 'zon', 'ucapan', 'prabowo']",pks ajak perintah fadli zon ucap prabowo
nasdem soal poros anies dinamika di jakarta ditentukan para dewa,Politik,"['nasdem', 'soal', 'poros', 'anies', 'dinamika', 'di', 'jakarta', 'ditentukan', 'para', 'dewa']","['nasdem', 'poros', 'anies', 'dinamika', 'jakarta', 'ditentukan', 'dewa']",nasdem poros anies dinamika jakarta tentu dewa
nasdem buka kans anies bertemu prabowo di kongres agustus,Politik,"['nasdem', 'buka', 'kans', 'anies', 'bertemu', 'prabowo', 'di', 'kongres', 'agustus']","['nasdem', 'buka', 'kans', 'anies', 'bertemu', 'prabowo', 'kongres', 'agustus']",nasdem buka kans anies temu prabowo kongres agustus
sahroni sebut kaesang bibit di jakarta dan jateng punya probability,Politik,"['sahroni', 'sebut', 'kaesang', 'bibit', 'di', 'jakarta', 'dan', 'jateng', 'punya', 'probability']","['sahroni', 'kaesang', 'bibit', 'jakarta', 'jateng', 'probability']",sahroni kaesang bibit jakarta jateng probability
pks resmi serahkan sk dukungan ke mahyeldivasco maju pilgub sumbar,Politik,"['pks', 'resmi', 'serahkan', 'sk', 'dukungan', 'ke', 'mahyeldivasco', 'maju', 'pilgub', 'sumbar']","['pks', 'resmi', 'serahkan', 'sk', 'dukungan', 'mahyeldivasco', 'maju', 'pilgub', 'sumbar']",pks resmi serah sk dukung mahyeldivasco maju pilgub sumbar
menguat nama andika perkasa di bursa pilgub jateng,Politik,"['menguat', 'nama', 'andika', 'perkasa', 'di', 'bursa', 'pilgub', 'jateng']","['menguat', 'nama', 'andika', 'perkasa', 'bursa', 'pilgub', 'jateng']",kuat nama andika perkasa bursa pilgub jateng
kamala harris melibas trump di survei terbaru pilpres as,Politik,"['kamala', 'harris', 'melibas', 'trump', 'di', 'survei', 'terbaru', 'pilpres', 'as']","['kamala', 'harris', 'melibas', 'trump', 'survei', 'terbaru', 'pilpres', 'as']",kamala harris libas trump survei baru pilpres as
rk anggap jabar atau jakarta sama saja tapi zona nyaman di jabar,Politik,"['rk', 'anggap', 'jabar', 'atau', 'jakarta', 'sama', 'saja', 'tapi', 'zona', 'nyaman', 'di', 'jabar']","['rk', 'anggap', 'jabar', 'jakarta', 'zona', 'nyaman', 'jabar']",rk anggap jabar jakarta zona nyaman jabar
bambang pacul ungkap andika perkasa menguat di pdip untuk pilgub jateng,Politik,"['bambang', 'pacul', 'ungkap', 'andika', 'perkasa', 'menguat', 'di', 'pdip', 'untuk', 'pilgub', 'jateng']","['bambang', 'pacul', 'andika', 'perkasa', 'menguat', 'pdip', 'pilgub', 'jateng']",bambang pacul andika perkasa kuat pdip pilgub jateng
pkb tak ada soal dengan sohibul iman tapi koalisi anies belum paten,Politik,"['pkb', 'tak', 'ada', 'soal', 'dengan', 'sohibul', 'iman', 'tapi', 'koalisi', 'anies', 'belum', 'paten']","['pkb', 'sohibul', 'iman', 'koalisi', 'anies', 'paten']",pkb sohibul iman koalisi anies paten
ganjar ungkap jago pilkada pdip di jakartajateng diumumkan akhir juli,Politik,"['ganjar', 'ungkap', 'jago', 'pilkada', 'pdip', 'di', 'jakartajateng', 'diumumkan', 'akhir', 'juli']","['ganjar', 'jago', 'pilkada', 'pdip', 'jakartajateng', 'diumumkan', 'juli']",ganjar jago pilkada pdip jakartajateng umum juli
kaesang masuk bursa pilgub jateng ganjar bilang andika perkasa pasti siap,Politik,"['kaesang', 'masuk', 'bursa', 'pilgub', 'jateng', 'ganjar', 'bilang', 'andika', 'perkasa', 'pasti', 'siap']","['kaesang', 'masuk', 'bursa', 'pilgub', 'jateng', 'ganjar', 'bilang', 'andika', 'perkasa']",kaesang masuk bursa pilgub jateng ganjar bilang andika perkasa
serbaserbi uji coba makan bergizi gratis dengan menu rp ,Politik,"['serbaserbi', 'uji', 'coba', 'makan', 'bergizi', 'gratis', 'dengan', 'menu', 'rp']","['serbaserbi', 'uji', 'coba', 'makan', 'bergizi', 'gratis', 'menu', 'rp']",serbaserbi uji coba makan gizi gratis menu rp
masinton ungkap pdip masih menimbangnimbang usung anies di pilgub jakarta,Politik,"['masinton', 'ungkap', 'pdip', 'masih', 'menimbangnimbang', 'usung', 'anies', 'di', 'pilgub', 'jakarta']","['masinton', 'pdip', 'menimbangnimbang', 'usung', 'anies', 'pilgub', 'jakarta']",masinton pdip menimbangnimbang usung anies pilgub jakarta
hasto sebut megawati bakal tentukan nasib ahok di pilgub jakarta,Politik,"['hasto', 'sebut', 'megawati', 'bakal', 'tentukan', 'nasib', 'ahok', 'di', 'pilgub', 'jakarta']","['hasto', 'megawati', 'tentukan', 'nasib', 'ahok', 'pilgub', 'jakarta']",hasto megawati tentu nasib ahok pilgub jakarta
megawati tugaskan basarah hadiri harlah pkb sekaligus bahas pilkada,Politik,"['megawati', 'tugaskan', 'basarah', 'hadiri', 'harlah', 'pkb', 'sekaligus', 'bahas', 'pilkada']","['megawati', 'tugaskan', 'basarah', 'hadiri', 'harlah', 'pkb', 'bahas', 'pilkada']",megawati tugas basarah hadir harlah pkb bahas pilkada
cak imin soal kelakar jadi cagub jakarta ekspresi frustrasi sama macet,Politik,"['cak', 'imin', 'soal', 'kelakar', 'jadi', 'cagub', 'jakarta', 'ekspresi', 'frustrasi', 'sama', 'macet']","['cak', 'imin', 'kelakar', 'cagub', 'jakarta', 'ekspresi', 'frustrasi', 'macet']",cak imin kelakar cagub jakarta ekspresi frustrasi macet
cak imin bandingkan soeharto dan jokowi anaknya jadi wapres aman aja,Politik,"['cak', 'imin', 'bandingkan', 'soeharto', 'dan', 'jokowi', 'anaknya', 'jadi', 'wapres', 'aman', 'aja']","['cak', 'imin', 'bandingkan', 'soeharto', 'jokowi', 'anaknya', 'wapres', 'aman', 'aja']",cak imin banding soeharto jokowi anak wapres aman aja
hasto singgung calon tak punya uang tapi berani lawan mafia hitam jakarta,Politik,"['hasto', 'singgung', 'calon', 'tak', 'punya', 'uang', 'tapi', 'berani', 'lawan', 'mafia', 'hitam', 'jakarta']","['hasto', 'singgung', 'calon', 'uang', 'berani', 'lawan', 'mafia', 'hitam', 'jakarta']",hasto singgung calon uang berani lawan mafia hitam jakarta
alasan pkb belum deklarasikan anies di pilgub jakarta singgung sohibul,Politik,"['alasan', 'pkb', 'belum', 'deklarasikan', 'anies', 'di', 'pilgub', 'jakarta', 'singgung', 'sohibul']","['alasan', 'pkb', 'deklarasikan', 'anies', 'pilgub', 'jakarta', 'singgung', 'sohibul']",alas pkb deklarasi anies pilgub jakarta singgung sohibul
gibran sebut akan dilantik jadi wapres di jakarta,Politik,"['gibran', 'sebut', 'akan', 'dilantik', 'jadi', 'wapres', 'di', 'jakarta']","['gibran', 'dilantik', 'wapres', 'jakarta']",gibran lantik wapres jakarta
hadiri mukernas cak imin serahkan sikap pkb di pemerintahan ke pengurus,Politik,"['hadiri', 'mukernas', 'cak', 'imin', 'serahkan', 'sikap', 'pkb', 'di', 'pemerintahan', 'ke', 'pengurus']","['hadiri', 'mukernas', 'cak', 'imin', 'serahkan', 'sikap', 'pkb', 'pemerintahan', 'pengurus']",hadir mukernas cak imin serah sikap pkb perintah urus
adian pdip gembira nasdem usung anies di pilgub jakarta,Politik,"['adian', 'pdip', 'gembira', 'nasdem', 'usung', 'anies', 'di', 'pilgub', 'jakarta']","['adian', 'pdip', 'gembira', 'nasdem', 'usung', 'anies', 'pilgub', 'jakarta']",adi pdip gembira nasdem usung anies pilgub jakarta
pkb gelar mukernas hari ini bahas pilkadaevaluasi pemilu ,Politik,"['pkb', 'gelar', 'mukernas', 'hari', 'ini', 'bahas', 'pilkadaevaluasi', 'pemilu']","['pkb', 'gelar', 'mukernas', 'bahas', 'pilkadaevaluasi', 'pemilu']",pkb gelar mukernas bahas pilkadaevaluasi milu
pdip undang risma dan andika perkasa jadi pemateri pelatihan cakada,Politik,"['pdip', 'undang', 'risma', 'dan', 'andika', 'perkasa', 'jadi', 'pemateri', 'pelatihan', 'cakada']","['pdip', 'undang', 'risma', 'andika', 'perkasa', 'pemateri', 'pelatihan', 'cakada']",pdip undang risma andika perkasa materi latih cakada
pakar unisba bicara fenomena modal tampang maju pilkada layak atau tidak,Politik,"['pakar', 'unisba', 'bicara', 'fenomena', 'modal', 'tampang', 'maju', 'pilkada', 'layak', 'atau', 'tidak']","['pakar', 'unisba', 'bicara', 'fenomena', 'modal', 'tampang', 'maju', 'pilkada', 'layak']",pakar unisba bicara fenomena modal tampang maju pilkada layak
temui surya paloh kaesang bicara kolaborasi pilkada di jawaindonesia timur,Politik,"['temui', 'surya', 'paloh', 'kaesang', 'bicara', 'kolaborasi', 'pilkada', 'di', 'jawaindonesia', 'timur']","['temui', 'surya', 'paloh', 'kaesang', 'bicara', 'kolaborasi', 'pilkada', 'jawaindonesia', 'timur']",temu surya paloh kaesang bicara kolaborasi pilkada jawaindonesia timur
anies ternyata juga di nasdem tower tapi kaesang mengaku tak bertemu,Politik,"['anies', 'ternyata', 'juga', 'di', 'nasdem', 'tower', 'tapi', 'kaesang', 'mengaku', 'tak', 'bertemu']","['anies', 'nasdem', 'tower', 'kaesang', 'mengaku', 'bertemu']",anies nasdem tower kaesang aku temu
